,user_name,text
159,LeGoBo_,"""Hago un pea culpa"": senador Álex Flórez"
160,LeGoBo_,"""No fue el trago, fue el sereno "" https://t.co/mPTwzTMUrY"
161,LeGoBo_,"""Como me compongo yo en el día de hoy, Cómo me compongo yo en el de mañana""

Alex Flórez feat. Guillermo Buitrago."
162,LeGoBo_,"¿A cuál movilización popular se refiere el ministro Prada? ¿A la que él le impidió la entrada a la Universidad Libre cuando los estudiantes se manifestaron en protesta por la visita del expresidente Juan Manuel Santos a esa institución?

El que entendió entendió."
163,LeGoBo_,"Una persona común y corriente que se emborrache un jueves en este momento estaría trabajando con guayabo. 
Al senador Florez lo llaman a las 11 y recién levantado sin asomo de vergüenza dice que no se arrepiente de nada. Tantos privilegios por ser amiguito de Daniel Quintero."
164,LeGoBo_,@UMVbogota Por eso la comunidad cooperamos exigiendo que intervengan las vías de nuestro barrio. https://t.co/l22fZ2ANM5
165,LeGoBo_,@williamfcuervo Jajajajaja!
166,LeGoBo_,A levantarse que la economía no decrece sola.
167,LeGoBo_,Jajajaja noooooooo! https://t.co/yg7Mp9lx1A
168,LeGoBo_,"@petrogustavo ""Mira mamá, ya no soy experto en asuntos tributarios, ahora soy experto en Teoría del Decrecimiento""

Cualquier petrista a esta hora."
169,LeGoBo_,@OtraPreguntaA Mandan a decir del Departamento del Tesoro que ya tomaron nota y que mañana empiezan.
170,LeGoBo_,La revolución será con Alfonso Prada o no será. https://t.co/3QDV1etkoZ
171,LeGoBo_,https://t.co/rLAKs4JDYR
172,LeGoBo_,@AstrithFonseca 💜
173,LeGoBo_,"Los problemas concretos cotidianos de la gente merecen nuestra atención.

Hoy estuvimos con @A_Ballesteros_L junto a lideresas del barrio Los Álamos que reclaman por el arreglo de las vías de su barrio y protestarán contra la desatención de la administración frente a sus clamores https://t.co/HbGsd4PQ5J"
174,LeGoBo_,Hace rato que la Copa Libertadores es un Brasileirao ampliado.
175,LeGoBo_,Acá lo leíste primero. https://t.co/La9eCGoype
176,LeGoBo_,Ese partido pinta para goleada de Flamengo y pelea al final provocada por Vélez #PelaezdeFranciscoenLaW @eldoctorpelaez @MdeFrancisco12
177,LeGoBo_,🤣🤣🤣🤣🤣 https://t.co/t0dg8TAMkW
178,LeGoBo_,@EternalScumdog @diegonoticia Y es que usted paga el sueldo o qué? O lo alimentó cuando era niño? O le pagó el viaje a Argentina?
179,LeGoBo_,@JERobledo No faltará el que le responda que mejor porque el pan engorda entonces que coman yogurt griego con arándanos.
